Gene,56,84,91,112,119,133,147,168,182,259,400,580,645,1010,1375,1740,3200,4295,5025,5755,6850,7215,7945,8675,11230,13420,13785,14880
PAPOLG,1,1.306723249,1.088757117,0.844221608,0.676509965,0.530806214,0.943649814,0.901646366,1.095821935,0.705976537,0.503589239,0.520329642,0.444200948,0.079515572,0.26035353,0.341931415,0.497148845,0.48722927,0.304563524,0.553512097,0.114173358,0.348845215,0.603308647,0.319061531,0.271695332,0.35064486,0.304450952,0.424531997
KDM2B,1,1.319159454,1.310404039,1.308106918,1.250287927,0.871371249,1.382750313,1.209418808,0.942189716,0.717132885,0.353322414,0.200672151,0.365350458,0.126074554,0.202310856,0.223958723,0.262378503,0.246766375,0.29292371,0.275415297,0.171947888,0.385159868,0.323747557,0.280934519,0.403007391,0.334262691,0.430374006,0.320338035
CDH2,1,1.132195421,1.099072458,0.854123442,0.598789036,0.3921509,0.732811633,0.583412376,1.218378165,0.369925636,0.268595799,0.180525624,0.349782518,0.138637147,0.201325996,0.112845281,0.196653872,0.195529521,0.233891133,0.296295932,0.115439547,0.260321952,0.299137952,0.269117564,0.209485327,0.224639109,0.234217804,0.239974935
ZNF804A,1,1.004877978,1.014603115,1.552547982,1.237758914,0.992775052,1.502042457,1.69481758,1.4081388,0.595115053,1.062083886,0.602597059,1.453519737,0.051359467,0.254829823,0.3179019,0.727018853,0.656155179,0.828312059,1.556382609,0.106726801,0.881703477,0.932463374,0.779203077,0.833254652,0.914834922,0.989915192,0.962723403
CPZ,1,0.17467833,0.013077007,0.97125293,0.007169621,0.032311414,0.014189897,0.41750622,0.102490948,1.305107677,0.475756667,1.921162937,0.550422422,0.508546351,0.628169274,0.26090737,0.303136889,0.169368319,0.79790321,0.177295722,0.263648663,0.281891868,0.228318286,0.297909294,0.318862817,0.192668203,0.592305131,0.122547301
PJA1,1,0.969558801,1.085909567,0.982610362,0.878777941,0.782365905,1.110284111,1.140816309,1.013678279,0.669092151,0.488552712,0.450835969,0.534308236,0.072090346,0.267192264,0.405523186,0.313447299,0.43204364,0.400141255,0.430011207,0.133161358,0.505117906,0.480367967,0.342000073,0.483233744,0.433071306,0.481940502,0.392015762
ARID1B,1,1.256477277,1.15426844,1.101888191,1.013475348,0.608733389,1.15893519,0.478749637,0.977741885,0.593257299,0.47259665,0.269776125,0.698064121,0.196388388,0.35013847,0.226834116,0.383636415,0.295261634,0.480906617,0.54560015,0.247958736,0.662876239,0.660439784,0.58448985,0.500451727,0.535929944,0.78021332,0.559435041
IGF1,1,0.426361582,0.184608772,0.743581933,0.397455274,0.726791769,1.5526363,1.058872272,0.760588503,2.244579422,3.565834472,1.748156571,2.756699652,0.070758242,0.506535412,1.128671531,1.651882021,1.596692734,0.927858138,2.49346846,0.364765953,1.067869676,1.782424407,1.053100303,0.75658349,1.099669712,0.935052447,0.861263664
ITSN1,1,2.418503513,1.855554809,1.21818996,0.974877273,0.627613754,1.348648873,0.689538491,1.397864059,0.587981436,0.749178917,0.663614856,1.225038248,0.450288064,0.706408772,0.253026421,0.61211615,0.693833769,0.804605114,0.883790579,0.461332641,0.876838903,1.134605534,0.857650483,0.799847261,0.99399527,0.939007975,1.004325078
POT1,1,0.658164223,0.768996041,0.591874874,0.504629235,0.39304379,0.529351102,0.720878902,1.596201219,0.958651726,0.811639681,0.645482467,0.53626452,0.175892649,0.56788053,0.628312735,0.748831316,1.084663445,0.415299349,0.89169719,0.356087733,0.491621656,0.70961645,0.641886084,0.495772098,0.549432388,0.396533557,0.646543255
PCDH10,1,0.543965284,0.652361058,1.228112654,0.769221609,0.669130291,1.422921269,0.551885921,0.362432971,1.207879001,1.215737335,0.831657239,2.280418387,0.379903094,1.136297866,0.724189927,1.62677928,1.053508542,1.240095458,1.457789618,0.504731945,1.474621424,1.587069996,1.379030575,1.121315882,1.024219379,1.690855774,0.983799646
DPP6,1,1.809557835,2.308660155,2.300847052,2.263634658,2.370408004,3.03758283,2.327798124,1.892346986,1.891611413,2.124563738,2.226121663,4.922918028,0.88736562,1.413441015,1.052709463,3.873830379,2.356519669,4.777591218,4.14782192,1.705159353,6.19450975,5.074297261,2.839233612,6.192140019,5.492763012,5.650178771,4.418166893
WDFY4,1,1.117234847,0.526923709,1.150375189,0.287669512,0.222977218,0.667230497,0.870509091,0.732154767,1.534772229,1.996172397,0.882262539,2.132999546,2.417373066,1.816405533,0.366473676,0.973385592,0.703592728,1.318309669,1.006765965,0.891435255,0.860669444,1.088585817,1.547569569,0.753022937,2.426681101,2.843010275,0.456663992
SETBP1,1,1.166514461,1.131437953,0.914865473,0.824459827,0.471276468,0.893699607,0.500987369,1.01901583,0.334594577,0.250316499,0.159595048,0.382339916,0.108699453,0.123091051,0.083051413,0.149063658,0.114012491,0.179715861,0.251216849,0.109307624,0.228178492,0.244325223,0.184275746,0.148151157,0.201568983,0.209777684,0.206234284
