Gene,56,63,84,91,112,119,147,168,259,400,580,645,1010,1375,3200,4295,5025,6850,7215,7945,8675,11230,13420,13785,14880
PTPRT,1,0.388042328,0.950605176,1.358372694,5.420395535,16.14197928,9.84024271,9.259146363,9.301705069,6.545837408,4.561129191,18.25036689,0.783458158,3.123315012,5.503847822,8.718535551,11.90739312,5.730556506,19.17024771,17.12480546,11.69538848,20.37230456,21.89411938,23.1645651,28.8716438
CHRM3,1,0.328552054,0.490301653,1.31553081,4.311276682,3.826528779,7.53347388,3.058117468,2.672241749,3.898662103,3.804776111,12.70459938,0.818390143,3.406254923,4.588801345,10.3628345,8.447021946,3.477341535,10.63319033,14.64661729,6.579483696,7.94993748,8.237152696,9.230728428,12.62883241
TBL1XR1,1,1.300265357,1.141881623,0.978023831,0.67732536,0.857325567,0.828082575,0.991080273,0.539989029,0.739746918,0.942761282,0.772820652,0.173751452,0.381087302,0.711851826,1.288301919,0.612731195,0.476808626,0.692134049,1.432526651,0.591061999,0.371255049,0.751865619,0.624648981,0.973694952
KHDRBS2,1,0.867163465,1.566544975,1.392715789,1.12254381,1.225388271,1.839475168,1.564724659,0.58011713,0.849206781,1.001118114,1.292118771,0.142550426,0.197764526,0.693233768,0.840976488,0.665467391,0.411547016,0.821776952,0.998889934,0.530798897,0.663570879,0.710907499,0.571145337,0.883213449
SORCS3,1,0.687331984,3.593875525,3.677290195,2.765777662,3.890021557,4.432911994,2.460495461,3.909475345,4.384543817,4.856672048,9.572682387,0.62962425,2.765157042,3.743426547,4.201366904,5.94270051,2.448026946,6.52296018,5.947084463,4.542739684,6.197697105,6.131146639,6.312133226,7.523903214
CNTNAP5,1,3.393381412,8.163347653,8.433055484,11.89885245,4.911407215,5.813280561,1.463855936,4.073500754,4.568230634,6.574500014,29.38274516,1.751504225,4.143758357,6.00467981,5.048739723,7.76585659,1.560058747,10.93823789,19.74395821,8.172434639,7.344389207,9.723876988,12.12592103,11.21799878
FHIT,1,0.588361161,0.226804452,0.225508726,0.389197601,0.325344464,0.448455179,0.343519209,1.959941644,1.810703518,1.849267304,1.601492949,1.351298428,1.800912628,2.471001783,1.721609661,1.934508024,2.685944237,2.059704976,1.280298266,1.983691036,2.361024477,2.278789107,2.424579348,1.757746799
NPFFR2,1,0.041179466,0,0.10838426,0.02644505,0.092979731,0,0,0.186252292,0.088132766,0.480036667,0.342401711,0,0.16783459,0.342259116,1.709047158,1.014511611,0.203378998,0.567666531,0.54196374,0.385834691,0.501988694,1.199753005,0.947265227,1.294836015
NR4A2,1,16.70304198,153.9068204,99.37499809,54.97518009,21.02602202,18.1862629,25.48896536,12.27121817,10.03334136,12.71585685,21.48469144,0.718674008,4.182782748,9.542762101,13.8404657,21.06693737,7.467545309,12.07829089,10.59686855,8.673248451,9.317584308,10.50756596,16.10067676,10.75469603
MINK1,1,2.244448765,1.465451504,1.435336341,4.058720568,3.927228994,5.275633882,2.066162312,6.793777341,6.629963109,7.266191915,11.02450679,3.711187235,9.671386239,8.953658308,6.150299999,12.73503534,9.947597426,11.32434733,9.598879581,11.25410565,17.95499152,8.201239103,12.54769197,10.70276334
