0	0
0	0
20.30075188	0
21.18226601	0
21.39037433	0
21.40921409	3.190627502
21.61016949	0
21.64948454	6.193080779
22.22222222	0
22.42152466	4.577124244
22.66009852	6.00122104
22.82608696	0
23.04832714	0
23.07692308	0
23.46938776	0
23.58078603	4.855371836
23.71541502	3.92877299
23.90243902	0
24.01433692	0
24.21052632	0
24.25876011	4.563250279
24.32432432	0
24.40677966	0
24.65753425	0
24.81203008	0
24.88888889	0
25	0
25	0
25.10638298	2.707504913
25.24752475	0
25.26315789	0
25.35211268	0
25.42372881	0
25.51020408	0
25.51020408	0
25.56053812	6.102511167
25.58139535	0
25.65445026	0
25.66037736	4.339513691
25.88832487	5.575932786
25.92592593	0
25.98425197	0
26.03369066	3.777216646
26.13861386	0
26.1682243	6.658211483
26.17449664	4.728103366
26.20320856	6.002288462
26.27118644	0
26.28865979	0
26.34146341	2.968877797
26.36363636	5.509235031
26.42487047	0
26.44628099	0
26.4573991	4.577124244
26.52068127	0
26.57004831	0
26.57004831	0
26.60098522	0
26.63316583	5.8399951
26.64576803	4.821339291
26.75324675	4.117997512
26.79425837	0
26.80722892	0
26.8370607	4.2638502
26.88172043	4.90844114
26.96148359	3.235198587
26.96629213	0
27.01754386	6.109990869
27.10280374	0
27.22513089	6.235450402
27.27272727	0
27.35849057	0
27.37430168	5.695937874
27.43362832	0
27.45901639	5.042959892
27.47252747	4.215866492
27.54716981	0
27.64612954	1.752607312
27.65531062	0
27.72277228	0
27.7486911	-5.67981167
27.77777778	0
27.83505155	0
27.93296089	0
27.96052632	6.02557679
27.98165138	0
28.01932367	0
28.03738318	0
28.04232804	4.886132105
28.06122449	0
28.06652807	0
28.125	6.091435386
28.15533981	0
28.16901408	0
28.26086957	4.399765827
28.35051546	0
28.36538462	0
28.37837838	3.562036005
28.45528455	4.441729795
28.45849802	4.403138174
28.49740933	0
28.51239669	0
28.51711027	6.602850567
28.57142857	5.767876429
28.59450727	0
28.65168539	0
28.65168539	4.890041942
28.71794872	0
28.72727273	0
28.75	6.071462363
28.75536481	0
28.79019908	2.12732622
28.82882883	5.863125963
28.85245902	0
28.87931034	6.137432822
28.88888889	0
28.90365449	0
28.92561983	4.33242223
28.93617021	0
28.97196262	0
28.98550725	3.16527042
29	0
29.004329	0.899794348
29.09090909	0
29.10798122	0
29.16666667	5.574908937
29.18918919	6.260697151
29.20634921	5.869385821
29.20792079	0
29.20892495	0
29.21348315	5.153066374
29.23976608	0
29.25531915	0
29.25531915	5.610946277
29.29292929	0
29.3814433	0
29.41176471	5.285736959
29.42708333	0
29.46058091	4.067607743
29.46428571	0
29.54022989	2.882807375
29.62962963	5.56032886
29.66507177	0
