Gene,56,63,84,91,112,119,133,147,168,259,400,645,1010,1375,3200,4295,5025,6850,7215,7945,8675,11230,13420,13785,14880
PTPRT,1,3.037489862,7.373808115,5.593494968,13.53719716,13.49480764,11.2100847,27.78154289,15.71293242,6.075132172,18.05196932,21.19006836,0.77681702,1.756355532,7.353380673,4.943231641,9.879097024,1.450436304,14.6695032,14.53842284,6.594172851,15.57372661,13.4126324,30.24559275,8.068729381
CHRM3,1,1.907454141,0.723383586,2.046557375,1.845041495,3.433250515,3.007553061,6.883551803,3.65764905,0.782595106,5.80805494,8.988495479,0.385994605,0.724131256,7.397145714,5.91273933,2.269914027,0.798333461,5.131117437,8.846020924,3.23294612,3.429638259,4.29863093,10.49934912,3.66989236
TBL1XR1,1,1.124799571,1.042039054,0.785331306,0.682052147,0.357593669,0.471015396,0.60530655,0.886797537,0.427253976,0.518121511,0.650625122,0.201575281,0.249548899,0.767553018,1.26633398,0.363555967,0.26864215,0.382336822,0.65320256,0.458456077,0.280175403,0.486741362,0.634988705,0.834458269
KHDRBS2,1,0.694699966,1.121793975,1.179619194,0.60714229,1.18602583,0.845243432,1.244993888,0.887620774,0.041038263,0.491583651,0.505263217,0.031752356,0.023834783,0.486135725,0.60436025,0.221457739,0.185247448,0.509316775,0.388315354,0.1683938,0.445492851,0.44702544,0.520717539,0.518225082
SORCS3,1,1.479330816,2.840245586,2.269894228,1.975196488,1.337251833,0.611826513,2.5471596,1.959939404,2.851822729,2.776849789,3.448499663,0.493698989,0.58339241,2.352688911,3.73630235,1.513094701,0.613665153,2.793579689,2.672258351,1.436317217,2.097783926,2.164068326,5.368538192,2.12763525
CNTNAP5,1,3.732210588,1.302131488,1.987117602,9.334275618,1.342321782,0.848518495,6.062362628,1.139227478,0.849980549,2.771813304,11.86266736,0.7243719,0.876043051,3.616060719,0.957414011,1.685334068,0.607819237,4.183340357,4.967329076,2.207024994,2.34237203,3.453627581,4.589514377,0.411315525
FHIT,1,0.835839716,0.79752159,0.862378066,0.848958612,1.11290553,1.458005249,1.363481351,1.188536701,2.339354902,3.34444132,8.24183361,11.04496983,5.25469361,3.855351786,3.728868713,4.234419358,9.463234506,3.497850715,2.733111486,5.221271448,4.21878292,11.27669979,3.163254147,4.676774778
NPFFR2,1,0,0.879351277,1.800151829,0.579378882,3.331055901,2.175797101,1.841656315,6.723913043,0.950269151,2.92557971,2.220641822,0,0,1.65505176,6.223395445,1.014616977,0,0,21.84741201,0.964658385,0,1.30873706,6.845486542,5.273498965
NR4A2,1,2.358938583,15.12142885,10.94936553,10.43374664,5.030637826,1.264834559,6.748543591,8.679052175,1.912961095,3.561593281,6.266485379,0.327613778,1.585118527,3.341770484,3.486152099,4.999579537,2.116587543,3.017728209,2.921410517,4.347954213,3.664226439,1.751262911,8.867147654,3.850035231
MINK1,1,0.909265022,1.257000658,1.509371148,2.51704622,3.742402795,3.610882123,3.911144811,1.72133051,5.125882563,6.130105297,8.925750022,3.78834113,4.923095969,10.3169287,1.55568447,6.789606619,5.468308713,16.13855112,10.0338004,6.879927025,14.85287223,10.20900176,7.821851658,2.326232466
SPAST,1,0.8227672,1.277678711,0.855030144,1.014826496,0.344799469,0.373256715,0.794624158,0.871575515,0.123352824,0.37934235,0.435280517,0.130228452,0.191269147,0.345317583,0.581694666,0.176081016,0.207768776,0.18781477,0.368593535,0.338709703,0.152387423,0.253892674,0.320605106,0.44072991
CNTNAP2,1,1.422931484,0.577079951,0.426955162,0.424655003,0.221479419,0.17352867,0.394913844,0.356670096,0.071971674,0.471422394,0.704333568,0.011819426,0.037278002,0.375185606,0.281059099,0.208075189,0.07791509,0.434929251,0.660305372,0.186187359,0.39443037,0.4044231,0.478683442,0.356148245
SETD5,1,1.449316515,1.008284904,1.06224976,1.697836746,0.975340972,0.969477776,1.279420252,0.700910249,1.31566046,0.774979418,0.783673665,0.320784084,0.532391282,0.478396248,0.120121644,0.612193507,0.376757384,0.705859219,0.426430856,0.558404673,0.536293536,0.630842027,1.009616834,0.144028182
PRKCB,1,1.007023748,1.934636492,1.261553844,2.197962699,4.733749539,3.274748881,8.615272457,4.449035061,0.826055607,9.525684723,16.21182187,3.791198175,2.156548097,14.60462492,13.73231951,3.937656211,5.698622652,13.97517463,4.494844679,9.46235011,10.7871759,12.471927,22.97688943,11.87363509
DAGLA,1,1.79793734,1.815823221,2.044632058,2.382726441,5.194747961,2.73880606,4.558561093,1.52094983,2.42847735,3.998881669,5.202553844,1.11323602,1.321070773,3.071957654,0.441695228,3.744403372,1.475415643,8.798060624,3.323102612,2.980924978,9.176893682,4.036829036,3.31230476,0.826513004
KIAA0232,1,0.992277329,1.119923108,0.716704706,1.208241131,0.818322,0.667565899,1.260117555,0.911744948,0.522780588,0.783130326,1.377181652,0.326893516,0.758667844,0.995214919,0.866487077,0.734204228,0.594613872,0.867766429,0.998677264,0.918118355,0.77271933,1.065090288,1.236157457,0.621776545
NRXN3,1,5.118028739,4.907899218,5.593261098,23.76055821,13.72701491,10.767173,32.69386604,18.83489466,5.470300525,30.16776584,51.36231032,2.412364953,4.919593094,29.39791262,21.72471531,12.16676199,9.237524801,35.41840385,44.55385902,16.19224291,31.05338372,33.24079078,43.10665699,31.33685307
ADCY3,1,1.000893643,0.761476046,0.757978202,0.972332269,1.123140057,0.787495444,0.994063555,0.704390857,0.993961034,0.951315445,1.39393973,0.562612988,0.641936525,1.018726068,0.654973572,0.871041002,0.529367788,1.886553116,1.118647623,0.899080742,1.897932389,1.396192925,1.161867595,0.639433339
KCND2,1,1.75352775,2.553827723,2.261880423,3.272235473,3.231714395,2.118192698,5.159166194,5.428683871,1.224632577,5.020286597,6.801366637,0.368711602,0.602357212,4.643166051,4.129769951,1.666304109,0.531293523,2.335433189,3.186634338,1.469910154,1.80981246,2.555061642,2.243357095,3.138222353
COL12A1,1,0.99789177,0.208276604,0.302161146,0.832832945,0.695317961,0.48036974,1.010846436,0.283577983,1.875789884,0.848813103,0.916312956,0.117128877,0.468457259,0.320927832,0.111048416,0.549377777,0.252105423,0.410144067,0.460498761,0.774224994,0.809801024,0.488367539,1.806353043,0.176715849
NR3C2,1,1.169198926,4.987004862,23.96131504,8.775620577,29.72530676,24.92577192,44.03027954,25.57599003,13.78615517,24.11317455,55.81783314,5.710139175,15.55464264,49.18532539,32.19565411,20.35486372,10.95743505,34.28888155,25.20652255,25.13657507,30.30476876,35.90644613,28.04837752,7.553277594
PSD3,1,1.637432703,1.145758996,1.606057608,1.679438272,0.937658639,0.709451583,1.836976369,1.815478295,0.403218032,2.323986295,5.173767888,0.241690063,0.653809431,4.628838984,4.577742714,1.105694725,0.626998521,3.82943883,6.091927672,1.839738358,2.384626958,4.047642223,4.815594357,1.806611352
CTNNA2,1,1.638654204,2.131220094,2.478180671,2.113438668,3.179135611,3.78740932,3.708540034,3.702159087,2.553024243,2.958629796,2.596150835,0.883439543,1.468030421,2.303782522,2.612446276,3.010662519,1.005046528,2.362467702,2.522607965,1.825508934,1.707080203,2.183983417,2.248234754,2.065013151
PPP3CA,1,1.338670369,1.777618915,1.403616887,1.307078254,1.26552041,1.392799646,2.474536408,2.140790694,0.643136335,3.651225626,5.807788172,0.763187831,1.066607499,6.830883644,5.654596812,2.688741523,1.805214797,4.719786419,2.923908794,3.573758788,3.706645638,5.030566867,5.35114557,7.106392208
KIF13B,1,1.541211685,1.216616979,1.591545581,2.256896299,1.693407835,2.245308484,1.923479,1.570177126,4.161466621,3.529544093,5.377903647,7.702245546,17.50646518,4.73959244,1.770803098,8.540266388,12.2453216,5.027282483,5.504200836,15.38700364,6.378229311,5.203082653,5.834487725,1.239915371
MYO5A,1,2.097440787,2.998213276,3.042008299,4.586783452,3.485717371,2.122353051,6.962963183,3.79374898,0.629046238,3.710259655,7.035317235,0.400701459,0.632443229,3.872892302,3.785028695,1.496892499,0.848594824,3.730971365,4.286337399,2.107227087,3.25015657,3.963162958,5.918541329,4.668616452
PCDH11X,1,2.068589054,1.625461597,1.104782831,2.910072538,0.784538158,0.672727565,2.464041426,3.553660902,0.651853435,2.546709371,1.9620602,0.167409052,0.272181923,0.550305228,10.45691407,0.443985529,0.304637725,0.689377224,5.797209275,0.314578334,0.446070184,1.491893519,1.117407213,3.041244909
GRIA3,1,3.583201186,5.584460167,5.038239181,4.422344817,5.451369207,4.056703577,7.671346098,5.353734766,1.552810183,5.635660446,10.26371096,1.323292934,2.615994686,7.396553927,6.533388293,3.807824667,2.163684464,8.826590666,5.583271162,4.513741158,8.727812245,7.688771768,15.06893817,5.141990977
PLCB1,1,1.397768016,1.406036051,1.496584977,1.415470469,0.792923408,0.729790444,2.751834936,1.916353678,0.483279004,2.853177076,5.063653549,0.315446124,0.459967499,4.140030179,2.868619066,1.143043577,0.682838752,2.655002238,2.760594039,1.937845175,2.245837742,2.829437875,4.13637345,3.80610519
CACNA1D,1,0.756529727,2.859599805,3.22808299,8.427005401,14.78130949,9.814854575,23.29618398,6.380528133,4.529450175,13.36057926,21.2853712,4.14618841,6.450816769,11.91283368,4.51394484,11.80183939,6.027922883,23.06378104,11.94433131,9.667515162,15.79854133,18.67208597,29.13202222,7.018039754
TLE3,1,0.886079027,0.769342219,0.92311366,1.43986631,0.755330021,0.697579009,0.746937176,0.62038331,0.9638588,0.354765669,0.253752369,0.244631485,0.236483458,0.246766201,0.102475216,0.328005889,0.161717206,0.388602462,0.250605533,0.276347741,0.177107254,0.279876431,0.158899361,0.110057133
DIP2A,1,1.250296976,1.299400961,1.355960884,2.023563999,1.285744769,1.079993634,1.492155626,0.856922017,1.792668844,1.046736632,1.363541335,0.507737934,1.389313196,0.688035272,0.44620549,1.109746423,1.265918445,1.166056816,0.910276712,1.681162156,1.638240519,1.098812298,2.378155146,0.522304049
